,song,singer,id,url,preview_urls,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,hot,cluster
266,Lets Get It On,Marvin Gaye,39l1UORIhuHvUWfxG53tRZ,https://open.spotify.com/track/39l1UORIhuHvUWfxG53tRZ,,0.539,0.599,3.0,-10.638,1.0,0.0483,0.0375,0.0,0.0754,0.636,167.7,audio_features,39l1UORIhuHvUWfxG53tRZ,spotify:track:39l1UORIhuHvUWfxG53tRZ,https://api.spotify.com/v1/tracks/39l1UORIhuHvUWfxG53tRZ,https://api.spotify.com/v1/audio-analysis/39l1UORIhuHvUWfxG53tRZ,290933.0,4.0,False,3
267,Papa Was a Rollin Stone,The Temptations,7MiLmLbwNoyf47xQ4TCVYp,https://open.spotify.com/track/7MiLmLbwNoyf47xQ4TCVYp,,0.817,0.405,10.0,-13.513,0.0,0.0811,0.451,0.0507,0.0468,0.898,121.467,audio_features,7MiLmLbwNoyf47xQ4TCVYp,spotify:track:7MiLmLbwNoyf47xQ4TCVYp,https://api.spotify.com/v1/tracks/7MiLmLbwNoyf47xQ4TCVYp,https://api.spotify.com/v1/audio-analysis/7MiLmLbwNoyf47xQ4TCVYp,419640.0,4.0,False,1
268,Losing My Religion,R.E.M.,31AOj9sFz2gM0O3hMARRBx,https://open.spotify.com/track/31AOj9sFz2gM0O3hMARRBx,,0.666,0.855,9.0,-5.051,0.0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,audio_features,31AOj9sFz2gM0O3hMARRBx,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427.0,4.0,False,1
269,"Both Sides, Now",Joni Mitchell,5EsPLgSs1UQIDJG0U00RuJ,https://open.spotify.com/track/5EsPLgSs1UQIDJG0U00RuJ,,0.493,0.0888,7.0,-15.836,1.0,0.0546,0.95,7.97e-06,0.173,0.262,100.182,audio_features,5EsPLgSs1UQIDJG0U00RuJ,spotify:track:5EsPLgSs1UQIDJG0U00RuJ,https://api.spotify.com/v1/tracks/5EsPLgSs1UQIDJG0U00RuJ,https://api.spotify.com/v1/audio-analysis/5EsPLgSs1UQIDJG0U00RuJ,325600.0,3.0,False,10
270,Dancing Queen,ABBA,0GjEhVFGZW8afUYGChu3Rr,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr,,0.543,0.87,9.0,-6.514,1.0,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400.0,4.0,False,4
271,Dream On,Aerosmith,5MxNLUsfh7uzROypsoO5qe,https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe,,0.307,0.433,1.0,-10.057,1.0,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960.0,4.0,False,3
272,God Save the Queen,Sex Pistols,6ui6l3ZNvlrGQZArwo8195,https://open.spotify.com/track/6ui6l3ZNvlrGQZArwo8195,,0.274,0.908,9.0,-5.419,1.0,0.0691,0.00103,0.00219,0.154,0.483,148.246,audio_features,6ui6l3ZNvlrGQZArwo8195,spotify:track:6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/tracks/6ui6l3ZNvlrGQZArwo8195,https://api.spotify.com/v1/audio-analysis/6ui6l3ZNvlrGQZArwo8195,200080.0,4.0,False,9
273,Paint It Black,The Rolling Stones,63T7DJ1AFDD6Bn8VzG6JE8,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,,0.464,0.795,1.0,-9.267,1.0,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267.0,4.0,False,3
274,I Fought the Law,The Bobby Fuller Four,6Um3XCAxl9YfFmAnGl93xc,https://open.spotify.com/track/6Um3XCAxl9YfFmAnGl93xc,,0.593,0.804,7.0,-5.497,1.0,0.0319,0.105,2.22e-06,0.047,0.962,148.959,audio_features,6Um3XCAxl9YfFmAnGl93xc,spotify:track:6Um3XCAxl9YfFmAnGl93xc,https://api.spotify.com/v1/tracks/6Um3XCAxl9YfFmAnGl93xc,https://api.spotify.com/v1/audio-analysis/6Um3XCAxl9YfFmAnGl93xc,138360.0,4.0,False,9
275,Dont Worry Baby,The Beach Boys,1GLmaPfulP0BrfijohQpN5,https://open.spotify.com/track/1GLmaPfulP0BrfijohQpN5,,0.487,0.464,4.0,-9.821,1.0,0.03,0.0666,0.00531,0.105,0.851,121.242,audio_features,1GLmaPfulP0BrfijohQpN5,spotify:track:1GLmaPfulP0BrfijohQpN5,https://api.spotify.com/v1/tracks/1GLmaPfulP0BrfijohQpN5,https://api.spotify.com/v1/audio-analysis/1GLmaPfulP0BrfijohQpN5,169933.0,4.0,False,3
276,Free Fallin,Tom Petty,5tVA6TkbaAH9QMITTQRrNv,https://open.spotify.com/track/5tVA6TkbaAH9QMITTQRrNv,,0.623,0.449,5.0,-13.333,1.0,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000.0,4.0,False,12
277,September Gurls,Big Star,74njazGdnO2igjEkb0mGiy,https://open.spotify.com/track/74njazGdnO2igjEkb0mGiy,,0.423,0.79,4.0,-8.161,1.0,0.0336,0.000734,0.0084,0.308,0.797,113.878,audio_features,74njazGdnO2igjEkb0mGiy,spotify:track:74njazGdnO2igjEkb0mGiy,https://api.spotify.com/v1/tracks/74njazGdnO2igjEkb0mGiy,https://api.spotify.com/v1/audio-analysis/74njazGdnO2igjEkb0mGiy,168067.0,4.0,False,8
278,Love Will Tear Us Apart,Joy Division,34iOH7LY3vme5rQxsVILZ4,https://open.spotify.com/track/34iOH7LY3vme5rQxsVILZ4,,0.527,0.923,2.0,-7.458,1.0,0.0379,0.000541,0.765,0.127,0.899,146.924,audio_features,34iOH7LY3vme5rQxsVILZ4,spotify:track:34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/tracks/34iOH7LY3vme5rQxsVILZ4,https://api.spotify.com/v1/audio-analysis/34iOH7LY3vme5rQxsVILZ4,208453.0,4.0,False,3
279,Hey Ya!,OutKast,2PpruBYCo4H7WOBJ7Q2EwM,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,,0.727,0.974,4.0,-2.261,0.0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,2PpruBYCo4H7WOBJ7Q2EwM,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213.0,4.0,False,6
280,Green Onions,Booker T. & the MG’s,4fQMGlCawbTkH9yPPZ49kP,https://open.spotify.com/track/4fQMGlCawbTkH9yPPZ49kP,,0.816,0.514,10.0,-8.741,1.0,0.0339,0.767,0.949,0.0899,0.912,136.837,audio_features,4fQMGlCawbTkH9yPPZ49kP,spotify:track:4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/tracks/4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/audio-analysis/4fQMGlCawbTkH9yPPZ49kP,176333.0,4.0,False,5
281,Save the Last Dance for Me,The Drifters,391TUcoPonqYykPkSZ5Z9U,https://open.spotify.com/track/391TUcoPonqYykPkSZ5Z9U,,0.54,0.53,4.0,-10.583,1.0,0.0361,0.614,0.0,0.198,0.896,143.453,audio_features,391TUcoPonqYykPkSZ5Z9U,spotify:track:391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/tracks/391TUcoPonqYykPkSZ5Z9U,https://api.spotify.com/v1/audio-analysis/391TUcoPonqYykPkSZ5Z9U,154960.0,4.0,False,3
282,The Thrill Is Gone,B.B. King,4NQfrmGs9iQXVQI9IpRhjM,https://open.spotify.com/track/4NQfrmGs9iQXVQI9IpRhjM,,0.547,0.46,11.0,-8.759,0.0,0.0256,0.344,0.442,0.0983,0.543,90.768,audio_features,4NQfrmGs9iQXVQI9IpRhjM,spotify:track:4NQfrmGs9iQXVQI9IpRhjM,https://api.spotify.com/v1/tracks/4NQfrmGs9iQXVQI9IpRhjM,https://api.spotify.com/v1/audio-analysis/4NQfrmGs9iQXVQI9IpRhjM,324733.0,4.0,False,1
283,Please Please Me,The Beatles,6EHuOufBeL6vk3TvVJB5qo,https://open.spotify.com/track/6EHuOufBeL6vk3TvVJB5qo,,0.527,0.48,4.0,-9.61,1.0,0.028,0.334,0.0,0.0702,0.706,139.388,audio_features,6EHuOufBeL6vk3TvVJB5qo,spotify:track:6EHuOufBeL6vk3TvVJB5qo,https://api.spotify.com/v1/tracks/6EHuOufBeL6vk3TvVJB5qo,https://api.spotify.com/v1/audio-analysis/6EHuOufBeL6vk3TvVJB5qo,120853.0,4.0,False,3
284,Desolation Row,Bob Dylan,4n1ZGm3TxYmoYe1YR8cMus,https://open.spotify.com/track/4n1ZGm3TxYmoYe1YR8cMus,,0.432,0.605,4.0,-6.941,1.0,0.0306,0.673,0.0,0.129,0.647,109.227,audio_features,4n1ZGm3TxYmoYe1YR8cMus,spotify:track:4n1ZGm3TxYmoYe1YR8cMus,https://api.spotify.com/v1/tracks/4n1ZGm3TxYmoYe1YR8cMus,https://api.spotify.com/v1/audio-analysis/4n1ZGm3TxYmoYe1YR8cMus,681400.0,4.0,False,2
285,I Never Loved a Man ,Aretha Franklin,1hES47PrbU8GPTI5A9lsr0,https://open.spotify.com/track/1hES47PrbU8GPTI5A9lsr0,,0.657,0.371,5.0,-9.186,1.0,0.0359,0.367,0.0459,0.157,0.709,134.867,audio_features,1hES47PrbU8GPTI5A9lsr0,spotify:track:1hES47PrbU8GPTI5A9lsr0,https://api.spotify.com/v1/tracks/1hES47PrbU8GPTI5A9lsr0,https://api.spotify.com/v1/audio-analysis/1hES47PrbU8GPTI5A9lsr0,171773.0,4.0,False,5
286,Back in Black,AC/DC,08mG3Y1vljYA6bvDt4Wqkj,https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj,,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.763,188.386,audio_features,08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493.0,4.0,False,9
287,Wholl Stop the Rain,Creedence Clearwater Revival,3Bh6uInhcVBVvLraGZdkKD,https://open.spotify.com/track/3Bh6uInhcVBVvLraGZdkKD,,0.598,0.797,7.0,-6.793,1.0,0.0332,0.0424,0.000407,0.0717,0.622,123.566,audio_features,3Bh6uInhcVBVvLraGZdkKD,spotify:track:3Bh6uInhcVBVvLraGZdkKD,https://api.spotify.com/v1/tracks/3Bh6uInhcVBVvLraGZdkKD,https://api.spotify.com/v1/audio-analysis/3Bh6uInhcVBVvLraGZdkKD,147493.0,4.0,False,5
288,Stayin Alive,Bee Gees,5ubvP9oKmxLUVq506fgLhk,https://open.spotify.com/track/5ubvP9oKmxLUVq506fgLhk,,0.702,0.773,10.0,-9.256,0.0,0.0343,0.0288,0.00871,0.147,0.953,103.564,audio_features,5ubvP9oKmxLUVq506fgLhk,spotify:track:5ubvP9oKmxLUVq506fgLhk,https://api.spotify.com/v1/tracks/5ubvP9oKmxLUVq506fgLhk,https://api.spotify.com/v1/audio-analysis/5ubvP9oKmxLUVq506fgLhk,285373.0,4.0,False,1
289,Knockin on Heavens Door,Bob Dylan,6HSXNV0b4M4cLJ7ljgVVeh,https://open.spotify.com/track/6HSXNV0b4M4cLJ7ljgVVeh,,0.513,0.396,7.0,-13.061,1.0,0.0299,0.251,0.177,0.11,0.229,140.208,audio_features,6HSXNV0b4M4cLJ7ljgVVeh,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,https://api.spotify.com/v1/tracks/6HSXNV0b4M4cLJ7ljgVVeh,https://api.spotify.com/v1/audio-analysis/6HSXNV0b4M4cLJ7ljgVVeh,149880.0,4.0,False,12
290,Free Bird,Lynyrd Skynyrd,5EWPGh7jbTNO2wakv8LjUI,https://open.spotify.com/track/5EWPGh7jbTNO2wakv8LjUI,,0.249,0.834,0.0,-8.21,1.0,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,audio_features,5EWPGh7jbTNO2wakv8LjUI,spotify:track:5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/tracks/5EWPGh7jbTNO2wakv8LjUI,https://api.spotify.com/v1/audio-analysis/5EWPGh7jbTNO2wakv8LjUI,547107.0,4.0,False,3
291,Wichita Lineman,Glen Campbell,6V9VCm1zOY2lGR80RehJ9i,https://open.spotify.com/track/6V9VCm1zOY2lGR80RehJ9i,,0.192,0.392,5.0,-11.667,1.0,0.0328,0.326,0.000199,0.248,0.391,172.312,audio_features,6V9VCm1zOY2lGR80RehJ9i,spotify:track:6V9VCm1zOY2lGR80RehJ9i,https://api.spotify.com/v1/tracks/6V9VCm1zOY2lGR80RehJ9i,https://api.spotify.com/v1/audio-analysis/6V9VCm1zOY2lGR80RehJ9i,186200.0,4.0,False,9
292,There Goes My Baby,The Drifters,2s4B4fUlVIkE4ELgoupjXL,https://open.spotify.com/track/2s4B4fUlVIkE4ELgoupjXL,,0.241,0.564,6.0,-6.544,0.0,0.0347,0.591,0.0,0.704,0.642,77.378,audio_features,2s4B4fUlVIkE4ELgoupjXL,spotify:track:2s4B4fUlVIkE4ELgoupjXL,https://api.spotify.com/v1/tracks/2s4B4fUlVIkE4ELgoupjXL,https://api.spotify.com/v1/audio-analysis/2s4B4fUlVIkE4ELgoupjXL,129613.0,5.0,False,4
293,Peggy Sue,Buddy Holly,2OARIMw1hpehr86Iwmv04c,https://open.spotify.com/track/2OARIMw1hpehr86Iwmv04c,,0.676,0.424,9.0,-8.132,1.0,0.0329,0.947,0.000494,0.119,0.493,148.373,audio_features,2OARIMw1hpehr86Iwmv04c,spotify:track:2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/tracks/2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/audio-analysis/2OARIMw1hpehr86Iwmv04c,150960.0,4.0,False,5
294,Maybe,The Chantels,2xMAFTxwZ0w1twuyMZcYb7,https://open.spotify.com/track/2xMAFTxwZ0w1twuyMZcYb7,,0.489,0.415,10.0,-7.466,1.0,0.0268,0.751,0.000653,0.14,0.357,104.207,audio_features,2xMAFTxwZ0w1twuyMZcYb7,spotify:track:2xMAFTxwZ0w1twuyMZcYb7,https://api.spotify.com/v1/tracks/2xMAFTxwZ0w1twuyMZcYb7,https://api.spotify.com/v1/audio-analysis/2xMAFTxwZ0w1twuyMZcYb7,174133.0,4.0,False,2
295,Sweet Child o Mine,Guns N’ Roses,7snQQk1zcKl8gZ92AnueZW,https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW,,0.446,0.952,6.0,-5.321,1.0,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067.0,4.0,False,2
296,Dont Be Cruel,Elvis Presley,01u6AEzGbGbQyYVdxajxqk,https://open.spotify.com/track/01u6AEzGbGbQyYVdxajxqk,,0.697,0.55,2.0,-11.496,1.0,0.179,0.856,3.44e-05,0.0907,0.844,84.802,audio_features,01u6AEzGbGbQyYVdxajxqk,spotify:track:01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/tracks/01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/audio-analysis/01u6AEzGbGbQyYVdxajxqk,122893.0,4.0,False,11
297,Hey Joe,The Jimi Hendrix Experience,5P99MRXdxIwqblVlWnlovB,https://open.spotify.com/track/5P99MRXdxIwqblVlWnlovB,,0.271,0.73,9.0,-8.637,1.0,0.0278,0.0238,0.825,0.151,0.523,168.013,audio_features,5P99MRXdxIwqblVlWnlovB,spotify:track:5P99MRXdxIwqblVlWnlovB,https://api.spotify.com/v1/tracks/5P99MRXdxIwqblVlWnlovB,https://api.spotify.com/v1/audio-analysis/5P99MRXdxIwqblVlWnlovB,216689.0,4.0,False,9
298,Flash Light,Parliament,1v1PV2wERHiMPesMWX0qmO,https://open.spotify.com/track/1v1PV2wERHiMPesMWX0qmO,,0.702,0.735,7.0,-10.458,0.0,0.0465,0.243,0.117,0.474,0.687,105.177,audio_features,1v1PV2wERHiMPesMWX0qmO,spotify:track:1v1PV2wERHiMPesMWX0qmO,https://api.spotify.com/v1/tracks/1v1PV2wERHiMPesMWX0qmO,https://api.spotify.com/v1/audio-analysis/1v1PV2wERHiMPesMWX0qmO,346667.0,4.0,False,1
299,Loser,Beck,5PntSbMHC1ud6Vvl8x56qd,https://open.spotify.com/track/5PntSbMHC1ud6Vvl8x56qd,,0.654,0.611,2.0,-10.45,1.0,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,5PntSbMHC1ud6Vvl8x56qd,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,235000.0,4.0,False,8
300,Bizarre Love Triangle,New Order,6wVViUl2xSRoDK2T7dMZbR,https://open.spotify.com/track/6wVViUl2xSRoDK2T7dMZbR,,0.613,0.885,10.0,-7.463,1.0,0.052,0.0804,0.746,0.0997,0.919,118.506,audio_features,6wVViUl2xSRoDK2T7dMZbR,spotify:track:6wVViUl2xSRoDK2T7dMZbR,https://api.spotify.com/v1/tracks/6wVViUl2xSRoDK2T7dMZbR,https://api.spotify.com/v1/audio-analysis/6wVViUl2xSRoDK2T7dMZbR,263213.0,4.0,False,5
301,Come Together,The Beatles,2EqlS6tkEnglzr7tkKAAYD,https://open.spotify.com/track/2EqlS6tkEnglzr7tkKAAYD,,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,2EqlS6tkEnglzr7tkKAAYD,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,259947.0,4.0,False,7
302,Positively 4th Street,Bob Dylan,4heMx0OAwfILu13Lf0VbBM,https://open.spotify.com/track/4heMx0OAwfILu13Lf0VbBM,,0.556,0.463,6.0,-10.79,1.0,0.0268,0.817,0.0,0.116,0.764,109.586,audio_features,4heMx0OAwfILu13Lf0VbBM,spotify:track:4heMx0OAwfILu13Lf0VbBM,https://api.spotify.com/v1/tracks/4heMx0OAwfILu13Lf0VbBM,https://api.spotify.com/v1/audio-analysis/4heMx0OAwfILu13Lf0VbBM,247867.0,4.0,False,2
303,Try a Little Tenderness,Otis Redding,36AlMHDBFwSsD3FQOy1R81,https://open.spotify.com/track/36AlMHDBFwSsD3FQOy1R81,,0.587,0.133,9.0,-15.151,0.0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,audio_features,36AlMHDBFwSsD3FQOy1R81,spotify:track:36AlMHDBFwSsD3FQOy1R81,https://api.spotify.com/v1/tracks/36AlMHDBFwSsD3FQOy1R81,https://api.spotify.com/v1/audio-analysis/36AlMHDBFwSsD3FQOy1R81,201733.0,4.0,False,1
304,Lean on Me,Bill Withers,3M8FzayQWtkvOhqMn2V4T2,https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2,,0.619,0.22,0.0,-13.843,1.0,0.0672,0.782,1.19e-05,0.124,0.426,75.143,audio_features,3M8FzayQWtkvOhqMn2V4T2,spotify:track:3M8FzayQWtkvOhqMn2V4T2,https://api.spotify.com/v1/tracks/3M8FzayQWtkvOhqMn2V4T2,https://api.spotify.com/v1/audio-analysis/3M8FzayQWtkvOhqMn2V4T2,258835.0,4.0,False,11
305,Reach Out Ill Be There,Four Tops,6Pkj4nv5K53i64cLVgkVyY,https://open.spotify.com/track/6Pkj4nv5K53i64cLVgkVyY,,0.607,0.599,3.0,-8.908,0.0,0.0282,0.0253,0.0,0.188,0.735,119.842,audio_features,6Pkj4nv5K53i64cLVgkVyY,spotify:track:6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/tracks/6Pkj4nv5K53i64cLVgkVyY,https://api.spotify.com/v1/audio-analysis/6Pkj4nv5K53i64cLVgkVyY,178533.0,4.0,False,6
306,Bye Bye Love,The Everly Brothers,6oRHRkQigTzJ3KwpO3XOV6,https://open.spotify.com/track/6oRHRkQigTzJ3KwpO3XOV6,,0.547,0.523,9.0,-9.176,1.0,0.0572,0.724,0.0,0.103,0.89,169.598,audio_features,6oRHRkQigTzJ3KwpO3XOV6,spotify:track:6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/tracks/6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/audio-analysis/6oRHRkQigTzJ3KwpO3XOV6,142907.0,4.0,False,9
307,Gloria,Them,1DKyFVzIh1oa1fFnEmTkIl,https://open.spotify.com/track/1DKyFVzIh1oa1fFnEmTkIl,,0.641,0.703,9.0,-10.434,1.0,0.0518,0.397,0.00546,0.104,0.722,129.118,audio_features,1DKyFVzIh1oa1fFnEmTkIl,spotify:track:1DKyFVzIh1oa1fFnEmTkIl,https://api.spotify.com/v1/tracks/1DKyFVzIh1oa1fFnEmTkIl,https://api.spotify.com/v1/audio-analysis/1DKyFVzIh1oa1fFnEmTkIl,156800.0,4.0,False,5
308,In My Room,The Beach Boys,62fX8EW16l8St2yL8rMer9,https://open.spotify.com/track/62fX8EW16l8St2yL8rMer9,,0.341,0.416,11.0,-9.574,1.0,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,audio_features,62fX8EW16l8St2yL8rMer9,spotify:track:62fX8EW16l8St2yL8rMer9,https://api.spotify.com/v1/tracks/62fX8EW16l8St2yL8rMer9,https://api.spotify.com/v1/audio-analysis/62fX8EW16l8St2yL8rMer9,134133.0,3.0,False,10
309,96 Tears,?  & the Mysterians,4PEeZ2U4UfP2Jo8EtIOjus,https://open.spotify.com/track/4PEeZ2U4UfP2Jo8EtIOjus,,0.65,0.562,7.0,-5.965,1.0,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,audio_features,4PEeZ2U4UfP2Jo8EtIOjus,spotify:track:4PEeZ2U4UfP2Jo8EtIOjus,https://api.spotify.com/v1/tracks/4PEeZ2U4UfP2Jo8EtIOjus,https://api.spotify.com/v1/audio-analysis/4PEeZ2U4UfP2Jo8EtIOjus,176867.0,4.0,False,5
310,"Caroline, No",The Beach Boys,5RSQKtG1KNwrzFMEePpjt6,https://open.spotify.com/track/5RSQKtG1KNwrzFMEePpjt6,,0.402,0.426,10.0,-9.662,0.0,0.0262,0.775,6.12e-06,0.175,0.641,75.866,audio_features,5RSQKtG1KNwrzFMEePpjt6,spotify:track:5RSQKtG1KNwrzFMEePpjt6,https://api.spotify.com/v1/tracks/5RSQKtG1KNwrzFMEePpjt6,https://api.spotify.com/v1/audio-analysis/5RSQKtG1KNwrzFMEePpjt6,173933.0,4.0,False,13
311,1999,Prince,2QSUyofqpGDCo026OPiTBQ,https://open.spotify.com/track/2QSUyofqpGDCo026OPiTBQ,,0.864,0.826,10.0,-5.496,1.0,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,audio_features,2QSUyofqpGDCo026OPiTBQ,spotify:track:2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/tracks/2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/audio-analysis/2QSUyofqpGDCo026OPiTBQ,373747.0,4.0,False,5
312,Your Cheatin Heart,Hank Williams,0WwmFdGXe7Yky4T2J1oqLk,https://open.spotify.com/track/0WwmFdGXe7Yky4T2J1oqLk,,0.662,0.236,0.0,-11.631,1.0,0.0285,0.766,2.39e-05,0.0798,0.653,127.85,audio_features,0WwmFdGXe7Yky4T2J1oqLk,spotify:track:0WwmFdGXe7Yky4T2J1oqLk,https://api.spotify.com/v1/tracks/0WwmFdGXe7Yky4T2J1oqLk,https://api.spotify.com/v1/audio-analysis/0WwmFdGXe7Yky4T2J1oqLk,164373.0,4.0,False,11
313,Rockin  in the Free World ,Neil Young,64v0mvlrmgUOFWqRSXv21K,https://open.spotify.com/track/64v0mvlrmgUOFWqRSXv21K,,0.663,0.24,4.0,-11.481,0.0,0.0445,0.986,0.884,0.17,0.0378,95.045,audio_features,64v0mvlrmgUOFWqRSXv21K,spotify:track:64v0mvlrmgUOFWqRSXv21K,https://api.spotify.com/v1/tracks/64v0mvlrmgUOFWqRSXv21K,https://api.spotify.com/v1/audio-analysis/64v0mvlrmgUOFWqRSXv21K,292068.0,4.0,False,6
314,Sh‐Boom,The Chords,6ZKB999ZdaFVgrYWvxkl49,https://open.spotify.com/track/6ZKB999ZdaFVgrYWvxkl49,,0.676,0.448,5.0,-9.295,1.0,0.0514,0.79,0.0,0.124,0.867,136.572,audio_features,6ZKB999ZdaFVgrYWvxkl49,spotify:track:6ZKB999ZdaFVgrYWvxkl49,https://api.spotify.com/v1/tracks/6ZKB999ZdaFVgrYWvxkl49,https://api.spotify.com/v1/audio-analysis/6ZKB999ZdaFVgrYWvxkl49,147267.0,4.0,False,5
315,Do You Believe in Magic?,The Lovin’ Spoonful,1udKn1oNKYQSQ9OmiIWCMu,https://open.spotify.com/track/1udKn1oNKYQSQ9OmiIWCMu,,0.553,0.738,0.0,-7.963,1.0,0.0457,0.213,0.0,0.339,0.759,138.602,audio_features,1udKn1oNKYQSQ9OmiIWCMu,spotify:track:1udKn1oNKYQSQ9OmiIWCMu,https://api.spotify.com/v1/tracks/1udKn1oNKYQSQ9OmiIWCMu,https://api.spotify.com/v1/audio-analysis/1udKn1oNKYQSQ9OmiIWCMu,125827.0,4.0,False,8
316,Jolene,Dolly Parton,2SpEHTbUuebeLkgs9QB7Ue,https://open.spotify.com/track/2SpEHTbUuebeLkgs9QB7Ue,,0.674,0.537,1.0,-10.971,0.0,0.0363,0.566,0.0,0.131,0.809,110.578,audio_features,2SpEHTbUuebeLkgs9QB7Ue,spotify:track:2SpEHTbUuebeLkgs9QB7Ue,https://api.spotify.com/v1/tracks/2SpEHTbUuebeLkgs9QB7Ue,https://api.spotify.com/v1/audio-analysis/2SpEHTbUuebeLkgs9QB7Ue,161533.0,4.0,False,6
